Sentence,Readability,source,type,readability_confidence,aldi_score,aldi_label,ags_score,ags_label
حلفت برب مكة والمصلى,14,tarab,poem,0.464071,0.215461,low,0.478348,mid
تحرم به وتقف عرفات بعد ليال,14,tarab,poem,0.456827,0.008732,low,0.423157,mid
صدع العماية بالقضاء المقنع,14,tarab,poem,0.452936,0.033384,low,0.372239,mid
في كمالا لصفوة التكرير,14,tarab,poem,0.457852,0.016033,low,0.33072,mid
كل العقول الرجعيه كلمتهم هي المسموعه,14,tarab,song,0.456008,0.180473,low,0.513156,mid
ألم تعلما أن ليس بالمرخ كله,14,tarab,poem,0.459641,0.014996,low,0.23242,low
وفيوم وليلة اتغير ده كله أوام,14,tarab,song,0.450472,0.933533,high,0.586845,mid
وفي سوق أرباب البلاغة والنهى,14,tarab,poem,0.461644,0.03165,low,0.405704,mid
ليه راضى ده كله يحصلى .. وانا عنك مبستغناش,14,tarab,song,0.461992,0.985575,high,0.416708,mid
ويحوي ذوو الميراث خالص ماليا,14,tarab,poem,0.488881,0.024303,low,0.235651,low
قومي الصناديد أبناء الصناديد,14,tarab,poem,0.482689,0.42249,mid,0.2582,low
الدقايق والثواني كلها تبكي عليك,14,tarab,song,0.481871,0.119194,low,0.662335,high
وأعددت للسلم أوزارها,14,tarab,poem,0.465085,0.0,low,0.231884,low
كله بان على أصله بخيانته وقلة أصله,14,tarab,song,0.471709,0.274767,low,0.355145,mid
هذي مقالة عابدي الأوثان,14,tarab,poem,0.473216,0.138946,low,0.321107,low
واخوانه وكل آل سعود .. والشعب كله مخلصين,14,tarab,song,0.489701,0.351364,mid,0.561557,mid
أبشر لجيشك بالسعادة كلها,14,tarab,poem,0.471824,0.025644,low,0.50071,mid
هي كلها أملاك جدك,14,tarab,poem,0.455766,0.500217,mid,0.340786,mid
والله يعلم داؤه من جوفه,14,tarab,poem,0.4923,0.240944,low,0.232485,low
حميد المساعي كلها والمآثر,14,tarab,poem,0.495425,0.07205,low,0.2812,low
بالنجح لما بلوت الناس كلهم,14,tarab,poem,0.464283,0.404099,mid,0.402491,mid
وبحاتم فتحت سيادة هرمز,14,tarab,poem,0.479319,0.020804,low,0.356581,mid
فما بال الهداة المصلحينا,14,tarab,poem,0.459419,0.003968,low,0.293767,low
وسوى ذاك كله ورق,14,tarab,poem,0.499207,0.78112,high,0.290581,low
إسلوبي الإفتراسي عندي حاجة في الجين الوراثي,14,tarab,song,0.476786,0.318943,low,0.628693,mid
الأنبياء جميعهم أحياء,14,tarab,poem,0.493719,0.0,low,0.683406,high
ما سألته مدانى كلها كانت ثوانى,14,tarab,song,0.460336,0.61593,mid,0.508777,mid
ولا احتفال.. فهذي كلها علل!,14,tarab,poem,0.454654,0.467953,mid,0.468003,mid
انتي الحلى كله يا احلى المزاين,14,tarab,song,0.486839,0.487916,mid,0.687304,high
فيك الطهر كله,14,tarab,song,0.492363,0.110425,low,0.394558,mid
جسد الرقيق محاصر بتناسل الأنساب,14,tarab,poem,0.479597,0.0,low,0.272922,low
كلها بكره .. كلها بكره .. بس وبعده ..,14,tarab,song,0.481343,0.900023,high,0.710018,high
تدون في مفكرة الغائيين يومياتها:,14,tarab,poem,0.465683,0.171474,low,0.218176,low
جهلوا الزمان وحكمة الشرع المصا,14,tarab,poem,0.478834,0.023062,low,0.521699,mid
طبائع العمران,14,tarab,poem,0.460845,0.220666,low,0.305301,low
حبيب القلب في ليلة دعاني ... وغير نظرتي للكون كله,14,tarab,song,0.478089,0.11337,low,0.52141,mid
أصفوا ملوك بني العباس كلهم,14,tarab,poem,0.490666,0.105763,low,0.371204,mid
وأكتر حاجة بتضحك فى موضوعي ده كله معاك,14,tarab,song,0.450277,0.858638,high,0.462575,mid
والعمر كله قدام عينيا مشوار طويل,14,tarab,song,0.490305,0.491533,mid,0.708762,high
ألقى القريض له مقالد أمره,14,tarab,poem,0.463687,0.506815,mid,0.200392,low
لقد عجزت عنى النوائب كلها,14,tarab,poem,0.474291,0.028567,low,0.2935,low
طريق التخلي، قليلا، عن الإيديولوجيا,14,tarab,poem,0.451633,0.0,low,0.34019,mid
فؤادي مشغول بك العمر كله,14,tarab,poem,0.484135,0.402115,mid,0.34736,mid
هايب بالحلاوة وطيب يفيدها البشر كلها,14,tarab,song,0.485499,0.652938,mid,0.259687,low
أبو الفضائل أولى الناس كلهم,14,tarab,poem,0.462338,0.057035,low,0.640028,mid
أن نبيح الخدن والحرمه,14,tarab,poem,0.468539,0.384161,mid,0.502864,mid
أقل صفات من وضعوا مواضيع القداسة في دفاترها,14,tarab,poem,0.472903,0.007895,low,0.352035,mid
أدر كؤوس نظام كله نخب,14,tarab,poem,0.458387,0.31617,low,0.23375,low
وفجرنا في زمان كله غسق,14,tarab,poem,0.463021,0.0358,low,0.301778,low
بعده يرضى بأن يمتهن الغسل,14,tarab,poem,0.467137,0.081004,low,0.294948,low
لم أشرب دوائي كله,14,tarab,poem,0.477915,0.028005,low,0.527023,mid
وشأني كله مولاي حملي,14,tarab,poem,0.491943,0.418829,mid,0.430574,mid
وأجعل الليل قياما كله,14,tarab,poem,0.489391,0.000669,low,0.535412,mid
وفيكم جدالي كله وخصامي,14,tarab,poem,0.492474,0.334175,mid,0.404978,mid
وله البرية كلها,14,tarab,poem,0.451978,0.178622,low,0.601152,mid
ر بنشر الإيراد والإصدار,14,tarab,poem,0.460029,0.400525,mid,0.470402,mid
بأوصافه فاق النبيين كلهم,14,tarab,poem,0.45012,0.039712,low,0.374365,mid
في الغيث والليث والدنيا مع الدين,14,tarab,poem,0.465048,0.156565,low,0.564352,mid
وأين الملاجي منهم والمغاوث,14,tarab,poem,0.463801,0.006186,low,0.478105,mid
أنا فكرة علوية الأنوار,14,tarab,poem,0.483076,0.063124,low,0.539548,mid
كيف الإجادة في نظم وقافية,14,tarab,poem,0.453633,0.0,low,0.440071,mid
ما في البيان ولا القريض كفاية,14,tarab,poem,0.484245,0.481432,mid,0.584413,mid
على مقتضى التربيع تترى اجتهادي,14,tarab,poem,0.454421,0.062133,low,0.221296,low
وكيف تميل في الميقات من عجلوا,14,tarab,poem,0.474244,0.026275,low,0.433661,mid
ولسبعة مع مثلهم أنا كلهم,14,tarab,poem,0.49124,0.299185,low,0.486086,mid
تراه عنده كله,14,tarab,poem,0.455928,0.94519,high,0.36017,mid
وستنسى أنت الذي ملأ الدن,14,tarab,poem,0.46458,0.026836,low,0.464596,mid
طريق التحرش بالميثولوجيا,14,tarab,poem,0.496274,0.006995,low,0.85894,high
انا ادري عن مزاياك الكثيرة كلها تزهاك,14,tarab,song,0.490595,0.210103,low,0.347197,mid
من الخوارج أو نفاثه العقد,14,tarab,poem,0.494616,0.016805,low,0.327666,low
أسروا الصليب بأسره في أسره,14,tarab,poem,0.480494,0.0,low,0.292126,low
عليه صلوة الله والآل كلهم,14,tarab,poem,0.467909,0.6337,mid,0.539731,mid
و كلها تسولف بيه و صيتي براس الدنيا,14,tarab,song,0.459571,0.949708,high,0.486989,mid
والوقت، والساعات، والأيام كلها بيضاء,14,tarab,poem,0.475652,0.026816,low,0.746841,high
وحصب الورى يوم تسقى الثرى,14,tarab,poem,0.47198,0.036276,low,0.25267,low
ويوم ردت على الدستور هيبته,14,tarab,poem,0.482894,0.056456,low,0.334305,mid
والأشهلية إذ يجيء رسولها,14,tarab,poem,0.493498,0.026547,low,0.256067,low
كمل التوحيد والعالم شهود,14,tarab,song,0.471763,0.551526,mid,0.303032,low
زهرة أهل الصفات والحسب,14,tarab,poem,0.498762,0.0,low,0.346601,mid
جناني باطن اللاهوت,14,tarab,poem,0.45014,0.000626,low,0.2646,low
والفتره دي من عمري كله هتتلغي,14,tarab,song,0.477544,0.945612,high,0.691975,high
الله يا الله صلاة منك ياهو على النبى تغشاه والصحب من ولاه محمد الشفيع نبيا الرفيع وحصننا المنيع من كل مانخشاه رؤفنا الرحيم ملاذنا العظيم رسولا الكريم ختام أنبياه حبيبه الجليل صفيه الجميل فى الكون لا مثيل له ولا أشباه نور الوجود طه به الإله باهى وعزه تناهى وكم وكم حباه خبر لهذا الجمع ومن صغى بالسمع و الأصل ثم الفرع يا واسع عطاءه محمد الشفيع نبينا الرفيع وحصننا المنيع من كل مانخشاه,14,tarab,song,0.493014,0.05135,low,0.359619,mid
انت في الدنيا عن الدن,14,tarab,poem,0.499671,0.024627,low,0.659416,mid
لبين الكفر والبرق الدواني,14,tarab,poem,0.482059,0.475167,mid,0.308467,low
تالي تعوف العالم كلة,14,tarab,song,0.483048,0.797979,high,0.212026,low
كله من روحي الغشيمه,14,tarab,song,0.498249,0.477049,mid,0.382407,mid
اوائل يوم الحشر في أخرياته,14,tarab,poem,0.45885,0.016169,low,0.344642,mid
فالآن قلبي جرح كله,14,tarab,poem,0.485865,0.003222,low,0.461337,mid
روحى طايره فى جنتك .. عمرى كله فى سكتك,14,tarab,song,0.488908,0.791713,high,0.414681,mid
فأنت من نسل الخوارج,14,tarab,poem,0.458927,0.0,low,0.308074,low
جاء اقترانهما على ميثاق,14,tarab,poem,0.462324,0.0,low,0.357355,mid
بها تنجلي عنا الكدورات كلها,14,tarab,poem,0.49616,0.21663,low,0.250799,low
فألقى على حكم الردى بجران,14,tarab,poem,0.477445,0.04558,low,0.323494,low
غدا حرما للطائفين محله,14,tarab,poem,0.473036,0.009558,low,0.246901,low
وحدة في الوجود أو في الشهود,14,tarab,poem,0.451751,0.283711,low,0.570492,mid
لسه شاغله بالك فيه ده كله ليه,14,tarab,song,0.493451,0.981265,high,0.49703,mid
كادت تساوى نفوس الناس كلهم,14,tarab,poem,0.473335,0.00042,low,0.184913,low
الضاربون على النصارى جزية,14,tarab,poem,0.454214,0.023166,low,0.362965,mid
وأدنيتني حتى انطوى الناس كلهم,14,tarab,poem,0.488074,0.073784,low,0.396558,mid
فيها قوى الإسلام محكمة العرى,14,tarab,poem,0.484282,0.081878,low,0.471728,mid
والأنبياء أولو المعالي كلهم,14,tarab,poem,0.463836,0.007402,low,0.496755,mid
عهد الفداء فقل لنفسك وقعي,14,tarab,poem,0.466022,0.005638,low,0.322174,low
من يجمع النورين في كل الاحيان ... شمس الضحى والبدر ليلة تمامه,14,tarab,song,0.474298,0.072548,low,0.532459,mid
بالجمع قرآنه والفرق أجمعه,14,tarab,poem,0.499002,0.046493,low,0.513706,mid
لعجم البرايا كلها والأعارب,14,tarab,poem,0.471645,0.0,low,0.44633,mid
وقف الشباب إلى الشباب و كلهم,14,tarab,poem,0.482655,0.094166,low,0.738996,high
خذي الوقت كله,14,tarab,poem,0.47881,0.390062,mid,0.698799,high
كلها ساعه ماهي بحج وطواف بنقضيها على اهون مايصير,14,tarab,song,0.467654,0.957515,high,0.443282,mid
في شارعنا كله محرز زي البوسنة والهرسك، جياع,14,tarab,song,0.482012,0.634243,mid,0.517243,mid
والحب كله على العاشق خطر,14,tarab,song,0.476718,0.113835,low,0.56264,mid
ما فيكوش فواعلي، كله مفعول,14,tarab,song,0.483162,0.925503,high,0.287362,low
انا حياتي كلها هم في هم ..,14,tarab,song,0.497245,0.378894,mid,0.6968,high
شفعاء الخلق في يوم القيام,14,tarab,poem,0.49713,0.0,low,0.31725,low
ماشيين” في دنيا عيونا فيها مغمضين مين فينا عارف خطوته الجاية فين وفين وخداه حياتة والي فين مرساه بقينا خلاص يا حول الله في ساقيه كلنا دايرين ؛,14,tarab,song,0.499318,0.949718,high,0.331235,mid
[لمصلحة العولمة],14,tarab,poem,0.499774,0.003008,low,0.22644,low
من يوقظ الفلك من إهليجه,14,tarab,poem,0.469645,0.005555,low,0.192761,low
للشعراء كلهم,14,tarab,poem,0.498277,0.078383,low,0.715181,high
ن سوق العصاة إلى المحشر,14,tarab,poem,0.48958,0.01116,low,0.532376,mid
تدل على التوحيد في قواطع,14,tarab,poem,0.492551,0.0,low,0.439911,mid
العمر كله .. ياحبيبي .. ثواني,14,tarab,song,0.490252,0.315809,low,0.606502,mid
كله يعرف ايه حدوده,14,tarab,song,0.47776,0.832924,high,0.526787,mid
فيجيب ما فيه من الذرات,14,tarab,poem,0.482891,0.187289,low,0.689121,high
هالأرض كلها بيوت يا رب خليها مزيني ببواب,14,tarab,song,0.492768,0.877174,high,0.324289,low
المذاهب في تعضيد أهل الأقوايل,14,tarab,poem,0.46355,0.0,low,0.324423,low
معنى نظام دقائق الفرقان في,14,tarab,poem,0.459689,0.0,low,0.406722,mid
واصدارها عن حكم محض المشيئة,14,tarab,poem,0.494357,0.08257,low,0.255573,low
فجر القومية العربية,14,tarab,song,0.499352,0.081034,low,0.330757,mid
ولم تطبق الدنيا الفجاج على الورى,14,tarab,poem,0.488085,0.0,low,0.342873,mid
مضمخة الصدور من الجساد,14,tarab,poem,0.460744,0.0,low,0.275521,low
من ربقة الإشراك بالإخلاص,14,tarab,poem,0.464969,0.0,low,0.257184,low
ويهدر في مقالته الوعيد,14,tarab,poem,0.481105,0.10503,low,0.239746,low
كلها في حله غير جلي,14,tarab,poem,0.486664,0.022474,low,0.280899,low
تأويل ما أنا مهديه ومرسله,14,tarab,poem,0.463675,0.104618,low,0.201731,low
تناهبوا الفضل دون الناس كلهم,14,tarab,poem,0.470917,0.003318,low,0.370359,mid
ألا قبح الله البراجم كله,14,tarab,poem,0.460604,0.0,low,0.168255,low
خلي احسك و ذب نفسك كلها عليه,14,tarab,song,0.481205,0.804032,high,0.494111,mid
لديه الناس كلهم سواء,14,tarab,poem,0.49146,0.158301,low,0.395183,mid
صواعقه العظمى وللغور وابله,14,tarab,poem,0.482773,0.00788,low,0.26758,low
والمغاربة كلهم معاكم,14,tarab,song,0.493209,0.319291,low,0.855672,high
تحسبين الحب كله .. فرح والباقين مله,14,tarab,song,0.451115,0.54201,mid,0.31532,low
وقولك كله لا عيب فيه,14,tarab,poem,0.480703,0.158233,low,0.559572,mid
أئمة التحقيق,14,tarab,poem,0.457996,0.0,low,0.458304,mid
وقلت الوعد عند الحر دين,14,tarab,poem,0.462691,0.066113,low,0.671163,high
بتعذب المعارضة وبتحكم بسلطاوية,14,tarab,song,0.451395,0.35946,mid,0.285879,low
سلوت الناس كلهم وأضحى,14,tarab,poem,0.471832,0.291484,low,0.307927,low
سواء انت هايف سواء انت بيه .. قولى نمرك ايهلازق ميزان ونسر ولا انت عضو قبة هطلع مين فمصر,14,tarab,song,0.491086,0.919444,high,0.399503,mid
والناس تحت لوائها أكفاء .. والدين يسر والخلافة بيعة,14,tarab,song,0.465669,0.05974,low,0.320643,low
شفيع الكل يوم الإرتجاج,14,tarab,poem,0.487969,0.011125,low,0.433464,mid
عصيت فيها عباد الله كلهم,14,tarab,poem,0.485158,0.001879,low,0.333179,mid
والحر يلقى بالرضا حكم القضا,14,tarab,poem,0.480388,0.149033,low,0.329178,low
وكمان ليك عين بعد ده كله رايح تسألها,14,tarab,song,0.457286,0.966787,high,0.553124,mid
وأسأل يوم البعث عن كل ما وعى,14,tarab,poem,0.460558,0.005377,low,0.475896,mid
قالولي ركز كله مكتوبله يروح,14,tarab,song,0.467796,0.758503,high,0.534272,mid
أنا عشت العمر كله بحلم بالحظه ديه,14,tarab,song,0.494647,0.861188,high,0.511226,mid
واعترف بذنبي كله وغلطتي,14,tarab,song,0.498444,0.078688,low,0.70123,high
سد الثغور وتمهيد الأمور به,14,tarab,poem,0.472857,0.0,low,0.212268,low
بآيات حق ناسخ لزبورها,14,tarab,poem,0.47499,0.277673,low,0.190961,low
اصل الدوا ماهو من البنسلين,14,tarab,song,0.477871,0.423928,mid,0.740743,high
خلق الهيولى وبسط الأرض والمدر,14,tarab,poem,0.497657,0.264564,low,0.314225,low
والبوب كلها اتسددت,14,tarab,song,0.468769,0.633837,mid,0.330673,mid
يالبيه وش ذا الزين كله,14,tarab,song,0.48024,0.987998,high,0.500465,mid
هذا الوجود جميعه إشراقكم,14,tarab,poem,0.476394,0.024824,low,0.383159,mid
خلاص نحنا افترقنا وباعدت بينا المسافة نرضى بي حكم الارادة ونبقى حافظين,14,tarab,song,0.462144,0.55828,mid,0.284079,low
هو الحق وجه كله ما له قفا,14,tarab,poem,0.491451,0.731526,high,0.619841,mid
وأنا الحب كله والوفاء,14,tarab,poem,0.47902,0.0,low,0.697093,high
أغنت عطاياه فقر الناس كلهم,14,tarab,poem,0.463938,0.0537,low,0.34487,mid
يوم ولوا في وقعة التغوير,14,tarab,poem,0.461049,0.341031,mid,0.454512,mid
س وفيه التحليل والتحريم,14,tarab,poem,0.455079,0.0,low,0.589428,mid
طلاقها بائن أو هي رجعية,14,tarab,poem,0.499625,0.693188,high,0.52987,mid
والشرك منتكض على الاعقاب,14,tarab,poem,0.464222,0.191506,low,0.256083,low
جلت محامده عن الأحصاء,14,tarab,poem,0.471944,0.0,low,0.220673,low
حب عشره كله هاين,14,tarab,song,0.457648,0.690509,high,0.479551,mid
منعوا امتناع الممكنات بأسرها,14,tarab,poem,0.457976,0.0,low,0.320705,low
رد ناجح الإيراد والإصدار,14,tarab,poem,0.457134,0.039206,low,0.312241,low
علي علي الذات والاصل والقدر,14,tarab,poem,0.451918,0.001568,low,0.477209,mid
ضريب الخلايا والنقيع المعجل,14,tarab,poem,0.494315,0.085681,low,0.33677,mid
تستاهلي عمري الجاي وتستاهلي الغرام كله,14,tarab,song,0.462613,0.767811,high,0.598659,mid
وحقق مذهب العرفان طبعا,14,tarab,poem,0.480598,0.000975,low,0.440314,mid
ما كفاني العمر كله,14,tarab,song,0.499754,0.379271,mid,0.669649,high
ايه الجضية ايه العبارة,14,tarab,song,0.49496,0.915043,high,0.676099,high
آيات رب كلها غر,14,tarab,poem,0.486636,0.292,low,0.277389,low
يصعب عليه ، انسي رحلة عمري كله معاك,14,tarab,song,0.468497,0.449603,mid,0.734356,high
هداة الأنام الاطيبين الأضاهرا,14,tarab,poem,0.451926,0.235229,low,0.507734,mid
وبعد ده كله اسيبك ليه,14,tarab,song,0.461774,0.970739,high,0.476658,mid
الحكم عند المصلحين كفاية,14,tarab,poem,0.476707,0.124672,low,0.540783,mid
كم آي توحيد تلا فيكم,14,tarab,poem,0.498295,0.086722,low,0.565192,mid
كلهم زيك إستنساخك,14,tarab,song,0.489761,0.665443,high,0.441606,mid
يتحاسدون على الممات وكأسه,14,tarab,poem,0.470055,0.0636,low,0.440734,mid
عطيناك الغلا والحب عطيتنا الهنا كله,14,tarab,song,0.473607,0.56908,mid,0.577439,mid
يعني كله عنا واحد بالآخر all the same,14,tarab,song,0.480316,0.597637,mid,0.646738,mid
ل الجور والجهل وانقضى ميقاته,14,tarab,poem,0.466884,0.104871,low,0.281527,low
فقلت لا توجد الأجسام في الأزل,14,tarab,poem,0.491154,0.0,low,0.238519,low
ياروحي بس الله ألج منك اتبرت كلها,14,tarab,song,0.496772,0.882677,high,0.298047,low
الله الأحد منك .. والجنه كلها بخدك,14,tarab,song,0.48616,0.571552,mid,0.429336,mid
أفي تسليمة وجب الوعيد,14,tarab,poem,0.458703,0.175736,low,0.432005,mid
واشتط أحكام الردى وتطاولت,14,tarab,poem,0.490043,0.208666,low,0.302976,low
ووعد كله مطل,14,tarab,poem,0.498678,0.178221,low,0.626557,mid
فخر الوجود وشافع الشفعاء,14,tarab,poem,0.481672,0.155491,low,0.260487,low
وانباك النفط كلنه النفط مبيوك,14,tarab,song,0.456331,0.764077,high,0.246019,low
ودم كله ظلف,14,tarab,poem,0.472285,0.259707,low,0.377337,mid
كلها عند هذه الأهوال,14,tarab,poem,0.485695,0.235151,low,0.495852,mid
وليكبت الفساق أهل الإلحاد,14,tarab,poem,0.494222,0.0,low,0.303631,low
ساعة ما صلى فيهم .. في القدس كلهم,14,tarab,song,0.479696,0.046645,low,0.628117,mid
سل الذكور فصان الدين والحرما,14,tarab,poem,0.497663,0.009559,low,0.303454,low
وصحح التسيار والتقوال,14,tarab,poem,0.478307,0.0,low,0.412294,mid
قلبي عمره ما نساك كله يسألني عليك,14,tarab,song,0.485252,0.64423,mid,0.670191,high
يقضي له بمزية التوحيد,14,tarab,poem,0.485823,0.0,low,0.277525,low
قبران في طوس خير الخلق كلهم,14,tarab,poem,0.477852,0.184999,low,0.419398,mid
وديوان البدر كله عشان أتعلم وأبحر,14,tarab,song,0.488063,0.871041,high,0.501346,mid
منابر ملك كلها مضرية,14,tarab,poem,0.471458,0.274392,low,0.417796,mid
ما وعى الذكر من الآي الوضاء,14,tarab,poem,0.459223,0.014137,low,0.456623,mid
الاماكن كلها مشتاقة لك,14,tarab,song,0.498576,0.03855,low,0.69764,high
سعت لاحتكار الحسن الحسن فيها بأسره,14,tarab,poem,0.467793,0.0,low,0.347534,mid
خالفت مقياس الورى أجمعين,14,tarab,poem,0.475271,0.0,low,0.44767,mid
شوفتك لقيتني نسيت ده كله,14,tarab,song,0.452887,0.933058,high,0.592671,mid
أهل السرى والسير أهل الجهاد,14,tarab,poem,0.496566,0.0,low,0.595417,mid
وصبيانه عندي يبولون كلهم,14,tarab,poem,0.453193,0.910163,high,0.287859,low
ليوم السلام وازدحام المحيينا,14,tarab,poem,0.475102,0.002672,low,0.317164,low
والرسل كلهم أيقن بهم أي ايقان,14,tarab,poem,0.468895,0.208426,low,0.519913,mid
مدار رحى الأبدال والحضرة الكبرى,14,tarab,poem,0.497483,0.085336,low,0.306072,low
عن سبيل الشريعة المشروع,14,tarab,poem,0.481667,0.0,low,0.525937,mid
بضعة خلايا جذعية بتتجسدوا هون,14,tarab,song,0.476358,0.387832,mid,0.364795,mid
عيونك كلهم إحساس,14,tarab,song,0.464995,0.223392,low,0.727962,high
عبل القناة سلهب القوميه,14,tarab,poem,0.471669,0.018813,low,0.379959,mid
ومقلد الديوان والإيوان من,14,tarab,poem,0.490415,0.0,low,0.288859,low
بقي بعد ده كله راجع ليه مستني مني اقولك ايه,14,tarab,song,0.485516,0.942856,high,0.519845,mid
لقل بالغور تشريعي وتصعيدي,14,tarab,poem,0.486014,0.300722,low,0.22622,low
بطينها... وعظامي كلها بلل,14,tarab,poem,0.477243,0.366013,mid,0.384345,mid
ولا نصارى علينا جزية نسك,14,tarab,poem,0.47133,0.55625,mid,0.280303,low
موقف جار فيه حكم التصابي,14,tarab,poem,0.473158,0.001636,low,0.359285,mid
واخد قرار ولا بين البينين,14,tarab,song,0.456962,0.64911,mid,0.739791,high
وكفاك إقرار العداة بما به,14,tarab,poem,0.461154,0.0,low,0.413054,mid
كلهم غربلتهم للأسف ما لگيت,14,tarab,song,0.497791,0.627879,mid,0.448086,mid
يغتال بذلك كله إمساكه,14,tarab,poem,0.49354,3.8e-05,low,0.163953,low
يوم القيامة يوم كشف المخبآت,14,tarab,poem,0.451152,0.016374,low,0.441702,mid
كل هذا يصير كله,14,tarab,song,0.473663,0.729187,high,0.729437,high
وأفضنا من آية ونسخنا,14,tarab,poem,0.464719,0.351259,mid,0.334489,mid
كلها صارت بس مصالح,14,tarab,song,0.452783,0.758366,high,0.43146,mid
الظاعنون على العمى بجميعهم,14,tarab,poem,0.468565,0.227818,low,0.447675,mid
عصر السيادة في النائي وفي الحال,14,tarab,poem,0.472675,0.088076,low,0.299962,low
والقيامه وما فيها وجنه ونيران,14,tarab,poem,0.467641,0.42137,mid,0.353358,mid
إلى يوم بعث الأولين أميمها,14,tarab,poem,0.4579,0.0,low,0.427445,mid
قرآن تلقيه لتكفيره,14,tarab,poem,0.477151,0.084939,low,0.484243,mid
عندي العدل كله لصديقي,14,tarab,poem,0.458394,0.366213,mid,0.530882,mid
سرائر نورانية حكمية,14,tarab,poem,0.451759,0.020132,low,0.360226,mid
ومبينا للناس عقد ذمامي,14,tarab,poem,0.498939,0.580455,mid,0.249064,low
ذهبت كلها الحياة بداد,14,tarab,poem,0.470859,0.341133,mid,0.187,low
عن منطق عربية التبيان,14,tarab,poem,0.464728,0.0,low,0.312665,low
منعتمدش غير علينا والخير كله يبقا لينا,14,tarab,song,0.47417,0.795252,high,0.500383,mid
أحيا الهدى والندى والفرض والسننا,14,tarab,poem,0.466312,0.0,low,0.505112,mid
محمد خاتم للرسل كلهم,14,tarab,poem,0.47464,0.030735,low,0.605459,mid
مرافئهم مفتوحة وثغووهم,14,tarab,poem,0.454063,0.250995,low,0.320824,low
كله في يوم وليلة,14,tarab,song,0.483446,0.080995,low,0.848901,high
لو تعد الناس في كونك كلهم من اول وتالي,14,tarab,song,0.498934,0.189335,low,0.395191,mid
ابيع ناسي من اجلك كلهم واشتريك,14,tarab,song,0.451595,0.583816,mid,0.443312,mid
أنا هذا الهوى كله .. وقلبي آخر العشاق,14,tarab,song,0.489617,0.017627,low,0.611027,mid
وعزلتم من كلهم أوزار,14,tarab,poem,0.465762,0.183391,low,0.357015,mid
عرضتها للردى في نصر ملته,14,tarab,poem,0.490054,0.017614,low,0.297186,low
توخيه إمان وإلغاؤه كفر,14,tarab,poem,0.476177,0.168125,low,0.40097,mid
ياللي نور الدنيا كله في ابتسامتك,14,tarab,song,0.468589,0.355231,mid,0.710224,high
إلهية مر الدهور الديموميه,14,tarab,poem,0.475122,0.497694,mid,0.483956,mid
ما كدها الإيراد والإصدار,14,tarab,poem,0.453552,0.644917,mid,0.385529,mid
وكلهم لله في البعث منشر,14,tarab,poem,0.467507,0.090824,low,0.32294,low
يهرب، فتسبق الفصول خطواته. يترك أثره في العائلة ويتقمص السفر نحو أمكنة وأوقات ليس لها خطط ولا أدلاء. هذا الذي هو في حل من البيت، له في كل خطوة صفة ومعنى. يفيض على الآنية ويترنح خارج القبيلة ويخلب الناس. يحجبونه عن الماء والفئ في ظهيرة الرمل ويمنعون الفتية المأخوذين عنه. فيأخذه التحديق حتى يطفر الدم من عينيه. عيناه قنديلتان منذورتان للمحو. سهمان يذرعان المسافة بين البؤبؤ وبهجة الخيل.,14,tarab,poem,0.495322,0.001183,low,0.239029,low
وعن رجس أوثان وخمر وميسر,14,tarab,poem,0.450231,0.047078,low,0.265477,low
كلها بتغني بقناع,14,tarab,song,0.487788,0.539532,mid,0.603946,mid
تالف من خدع كله,14,tarab,poem,0.482655,0.353627,mid,0.274161,low
وجه تثليث النصارى,14,tarab,poem,0.459415,0.480459,mid,0.528988,mid
ومن قرباننا في عيد حنطتها . تعلمنا فنون البحث عن أسطورة التكوين,14,tarab,poem,0.463769,0.075051,low,0.395214,mid
رفعت كلي عن الأصحاب كلهم,14,tarab,poem,0.494064,0.458402,mid,0.465923,mid
قبض المعاش بيومه المعلوم,14,tarab,poem,0.468963,0.032108,low,0.338823,mid
إن الجبابرة الألى أخذوا الدنى,14,tarab,poem,0.498845,0.011544,low,0.463842,mid
وأمى الغراب يضرب الأرض كلها,14,tarab,poem,0.491555,0.088781,low,0.582929,mid
الك عمري كله الك ويلي ما اجملك,14,tarab,song,0.474923,0.773046,high,0.423429,mid
انت الباني مع البانيين وانت الهادم للعبوديه,14,tarab,song,0.451692,0.182377,low,0.563025,mid
بمحكمة المقاصد والمبادي,14,tarab,poem,0.456691,0.0,low,0.452633,mid
غالبيين هاشميين في العل,14,tarab,poem,0.452346,0.240768,low,0.454911,mid
قوليلي يلا إيه الدلال ده كله,14,tarab,song,0.471673,0.962333,high,0.488464,mid
بالخلد أجري في ذراها الكوثر,14,tarab,poem,0.457256,0.056787,low,0.193704,low
انت روحي وحبي كله بس امته القائك,14,tarab,song,0.463029,0.632355,mid,0.451475,mid
ثم المجوس وحكمهم في حكمهم,14,tarab,poem,0.454,0.0,low,0.280571,low
يؤدون الإتاوة والنصابا,14,tarab,poem,0.464266,0.034147,low,0.261943,low
وضممت حبك فى دمي فضممت فيه الكون كله,14,tarab,song,0.492085,0.019317,low,0.385335,mid
ولا أصول الفقه منا المراد,14,tarab,poem,0.472275,0.0,low,0.471779,mid
ن الصفع تفسير المعمى,14,tarab,poem,0.478721,0.027686,low,0.424785,mid
كله تضييع طاعه,14,tarab,poem,0.499836,0.426494,mid,0.433444,mid
