Sentence,Readability,source,type,readability_confidence,aldi_score,aldi_label,ags_score,ags_label,art_id,artist_id,artist_name,art_title,writer,composer,verse_order,origin,dialect,corpus_version,word_count
"ورآها دمية الفن "" زيوس "" وغنى الدنيا وأحلام الكئوس",15,barec,,1.0,0.223655,low,0.280075,low,,,,,,,,,,,
"نحن الآن نكتب دستورا يستكمل بناء دولة ديمقراطية حديثة , حكومتها مدنية .",15,barec,,1.0,0.0,low,0.516705,mid,,,,,,,,,,,
"توجه هذه التغييرات التي تحددها البيئة من خلال الجينات التي يتم التعبير عنها , أو المستخدمة بالفعل .",15,barec,,1.0,0.0,low,0.4333,mid,,,,,,,,,,,
الشاتمي عرضي ولم أشتمهما والناذرين إذا لقيتهما دمي,15,barec,,1.0,0.354855,mid,0.332032,mid,,,,,,,,,,,
من هو صاحب كتاب ( معجم البلدان ) ؟ ( أ ) ياقوت الحموي ( ب ) الفيومي ( ج ) ابن سيده الأندلسي ( د ) السكاكي,15,barec,,1.0,0.005876,low,0.848865,high,,,,,,,,,,,
"الأنفال , كلمة وردت في القرآن الكريم فماذا تعني ؟ ( أ ) الغنائم ( ب ) الهزائم ( ج ) الثوابت ( د ) المنافع",15,barec,,1.0,0.0,low,0.537728,mid,,,,,,,,,,,
"يرى معظم المؤرخين والمترجمين أن شهاب الدين السهروردي هو "" أبو الفتوح يحيى بن حبش بن أميرك "" , غير أن "" ابن أبي أصيبعة "" ذكر أن اسم السهروردي هو "" عمر "" دون أن يذكر اسم أبيه .",15,barec,,1.0,0.0,low,0.68166,high,,,,,,,,,,,
"وسلمى كرامة كانت جميلة النفس والجسد , فكيف أصفها لمن لا يعرفها ؟ هل يستطيع الجالس في ظل أجنحة الموت أن يستحضرتغريدة البلبل وهمس الوردة وتنهدة الغدير ؟ أيقدر الأسير المثقل بالقيود أن يلاحق هبوط نسمات الفجر ؟ ولكن أليسالسكوت أصعب من الكلام ؟ وهل يمنعني التهيب عن إظهار خيال من أخيلة سلمى بالألفاظ الواهية إذا كنت لا أستطيع أن أرسم حقيقتها بخطوط من الذهب ؟ إن الجائع السائر في الصحراء لا يأبى أكل الخبز اليابس إذا كانت السماء لا تمطره المن والسلوى",15,barec,,1.0,0.021026,low,0.294806,low,,,,,,,,,,,
"لذلك , يمكن ل RNA أن يعمل مخزنا للمادة الجينية , و - "" إنزيما "" يحلل شيفرتها إلى هياكل الحياة أيضا .",15,barec,,1.0,0.058746,low,0.340585,mid,,,,,,,,,,,
"7 إن أحسنت أفلا رفع ؟ وإن لم تحسن فعند الباب خطية رابضة , وإليك اشتياقها وأنت تسود عليها "" .",15,barec,,1.0,0.008505,low,0.1882,low,,,,,,,,,,,
. . . . . . . . . . تعتبر أول ثورة ونهضة في تاريخ العرب الحديث . ( أ ) استقلال المملكة الهاشمية ( ب ) الثورة العربية الكبرى ( ج ) ثورة الغضب ( د ) ثورة التغيير السلمية,15,barec,,1.0,0.0,low,0.591069,mid,,,,,,,,,,,
وبالتالي جميع قوانين تحليل الدوائر الكهربية - مثل قوانين كيرشوف التي تطبق في المجال الكهربي - يمكن تطبيقها أيضا على النظام الميكانيكي الممثل .,15,barec,,1.0,0.108769,low,0.475081,mid,,,,,,,,,,,
""" تهديد للأمن القومي "" تطلب منا "" تحديد أهداف "" , و "" إعادة ترتيب أولويات "" , و "" إصدار سلسلة جديدة من الأوامر "" , و "" وضع استراتيجية جديدة "" , و "" تجميع معلومات استخباراتية "" , و "" تنظيم القوات "" , و "" فرض عقوبات "" و "" دعوة الشعب لتقديم تضحيات "" وهلم جرا .",15,barec,,1.0,0.0,low,0.550104,mid,,,,,,,,,,,
"ويقوم الاقتصاد الوطني على العدل ومبادئ الاقتصاد الحر , وجوهره التعاون البناء والمثمر بين النشاط العام والخاص , وهدفه هو تحقيق التنمية الاقتصادية والاجتماعية من أجل زيادة الإنتاج ورفع مستوى معيشة المواطنين وفقا للخطة العامة للدولة وضمن حدود القانون .",15,barec,,1.0,0.0,low,0.469173,mid,,,,,,,,,,,
رماني الدهر بالأرزاء حتى,15,barec,,1.0,0.003951,low,0.341627,mid,,,,,,,,,,,
أستخرج من الأحاديث التالية فضائل السنن الرواتب والنوافل :,15,barec,,1.0,0.0,low,0.600317,mid,,,,,,,,,,,
تتصل الفقرة رقم 19 ب . . . . . عظام ( أ ) 2 ( ب ) 3 ( ج ) 4 ( د ) 6,15,barec,,1.0,0.0,low,0.7185,high,,,,,,,,,,,
من هو أول خلفاء الدولة الأموية ؟ ( أ ) مروان بن الحكم ( ب ) عمر بن عبد العزيز ( ج ) معاوية بن أبي سفيان ( د ) عبد الملك بن مروان,15,barec,,1.0,0.0,low,0.812389,high,,,,,,,,,,,
"وجل ما أتاه بعض الأمم الراقية في مدنية القرون الوسطى أنها آوت العميان إلى ملاجئ مخصصة بجميع الفقراء ,",15,barec,,1.0,0.0,low,0.264559,low,,,,,,,,,,,
"فجاءت بها العبارة مشوهة وذهبت بما فيها من الرونق وجودة السبك , فضلا عما يترتب على مثل ذلك من انتشار الوهم والخطأ , ولا سيما إذا وقع في كلام من يوثق به ؛ فتتناوله الأقلام بغير بحث ولا نكير .",15,barec,,1.0,0.001165,low,0.223071,low,,,,,,,,,,,
فيطعن العير او الأتان و هن ما اسدين اليه ذنبا و لاي حال استوجب من يفعل بها هذا,15,barec,,1.0,0.047919,low,0.30452,low,,,,,,,,,,,
"وكان بها محمد بن عباد من ملوك الطوائف "" رأس الدولة العبادية "" ,",15,barec,,1.0,0.0,low,0.651582,mid,,,,,,,,,,,
"بدأ هذا النوع من الأدب يتسع ويتنوع بداية من العصر العباسي لاتساع الثقافة وتنوعها ووفرة روافدها وبروز الأنماط الشخصية بامتداد الدولة ورسوخ الحضارة واستقرار العمران ,",15,barec,,1.0,0.0,low,0.323442,low,,,,,,,,,,,
تعطي هذه التقاليد الشمولية الأولوية للجانب غير المادي على المادي ؛ للناس على الحالات ؛ للمشاعر الذاتية والمعتقدات على النتائج الموضوعية للتجارب .,15,barec,,1.0,0.0,low,0.542089,mid,,,,,,,,,,,
مهام الوالي في الدولة الأموية هي . . . . . . . ( أ ) الإمامة في الصلاة ( ب ) تسيير الحجاج ( ج ) قيادة الجيوش ( د ) جميع ماسبق,15,barec,,1.0,0.0,low,0.52786,mid,,,,,,,,,,,
واستطاع المجتمع السوري بكل مكوناته وأطيافه وعبر مؤسساته ومنظماته الشعبية والسياسية والأهلية تحقيق إنجازات أثبتت عمق التراكم الحضاري الذي يمثله وصلابة إرادته وقدرته على مواكبة المتغيرات وتهيئة المناخ الملائم للمحافظة على دوره الانساني كقوة تاريخية فاعلة في مسيرة الحضارة الإنسانية .,15,barec,,1.0,0.0,low,0.320437,low,,,,,,,,,,,
"فأقبلت غطفان وبنو أسد من أعلى الوادي من جهة الشرق , فنزلت في جانب أحد ,",15,barec,,1.0,0.116269,low,0.476984,mid,,,,,,,,,,,
أعلن أينشتاين فيما بعد أن الثابت الكوني هو أكبر خطأ في حياته .,15,barec,,1.0,0.0,low,0.678848,high,,,,,,,,,,,
فإذا شربت فإنني مستهلك مالي وعرضي وافر لم يكلم,15,barec,,1.0,0.003476,low,0.339513,mid,,,,,,,,,,,
"حتى أن البابوات أنفسهم كانوا يمتلكون عبيدا حتى نهاية إبان الحقبة المتأخرة للإمبراطورية , حيث كانوا يقومون بعتق عبيدهم مدفوعين بقيمة مسيحية هي قيمة الاستغناء التي جعلتهم يتخلون حتى عن ثرواتهم الشخصية .",15,barec,,1.0,0.0,low,0.359019,mid,,,,,,,,,,,
درجة الحرارة التي تفقد فيها المادة مقاومتها لمرور التيار الكهربائي ( أ ) درجة كلفن ( ب ) درجة كوري ( ج ) لدرجة الحرجة ( د ) درجة سلزيوس,15,barec,,1.0,0.001991,low,0.462907,mid,,,,,,,,,,,
"بروتوكول التوجيه الداخلي المحسن بين البوابات هو بروتوكول توجيه داخلي , هجين , غير قياسي , طور من قبل شركة أنظمة سيسكو في العام 1994 , ليحل محل بروتوكول التوجيه الداخلي بين البوابات .",15,barec,,1.0,0.0,low,0.428548,mid,,,,,,,,,,,
"بعد انتصار ألب أرسلان سلطان الدولة السلجوقية في معركة ملاذكرد اتجهت قبائل أتراك الأوغوز نحو الغرب بهدف إيجاد وطن جديد , وكان من بين القبائل المهاجرة قبيلة قايى بقيادة سليمان شاه .",15,barec,,1.0,0.000336,low,0.493727,mid,,,,,,,,,,,
"وتأسست أول مستوطنة برتغالية في جزيرة ( سانتا ماريا ) في حدود عام 1432 , وتبعتها مستوطنة أخرى في جزيرة ( سان ميجيل ) عام 1444 .",15,barec,,1.0,0.0,low,0.583144,mid,,,,,,,,,,,
إذا ما الثريا في السماء تعرضت تعرض أثناء الوشاح المفصل,15,barec,,1.0,0.023334,low,0.451213,mid,,,,,,,,,,,
في خامل من الرياض لا ند ولا حسن,15,barec,,1.0,0.328181,low,0.466252,mid,,,,,,,,,,,
فمن لي بأن أجتر كما تجترين ؟,15,barec,,1.0,0.0,low,0.385404,mid,,,,,,,,,,,
"11 أقيم ميثاقي معكم فلا ينقرض كل ذي جسد أيضا بمياه الطوفان . ولا يكون أيضا طوفان ليخرب الأرض "" .",15,barec,,1.0,1.3e-05,low,0.390601,mid,,,,,,,,,,,
الطبيب العربي الذي كان أول من اكتشف خراج البلعوم والتهاب الناسور ؟ ( أ ) أبو بكر الرازي . ( ب ) أبو العلاء ابن زهر . ( ج ) ابن بطوطة . ( د ) ابن سينا .,15,barec,,1.0,0.01466,low,0.625895,mid,,,,,,,,,,,
من الخليفة الأموي الذي لقب بصقر قريش ؟ ( أ ) عبدالملك بن مروان ( ب ) معاوية بن أبي سفيان ( ج ) هشام بن عبدالملك ( د ) عبد الرحمن الداخل,15,barec,,1.0,0.0,low,0.643575,mid,,,,,,,,,,,
ومن إذا ريب الزمان صدعك شتت فيك شمله ليجمعك,15,barec,,1.0,0.0,low,0.204469,low,,,,,,,,,,,
"واليوم , وفي وقت ترجمت فيه قيادتنا الرشيدة , وعلى رأسها صاحب السمو الشيخ خليفة بن زايد آل نهيان , رئيس الدولة , حفظه الله , رؤى السلف الحكيمة نهجا رائدا عبرت من خلاله بشعب الإمارات ليتوج كأحد أسعد شعوب المعمورة , يتسابق أبناء وبنات الإمارات في جميع ميادين الحياة والعلم والعمل والتضحية لرد الجميل إلى وطنهم , مسطرين عبر التفافهم خلف قيادتهم وتفانيهم في خدمة دولتهم وصون مكتسباتها , ملحمة وطنية عز نظيرها أبهرت القاصي والداني بما زخرت به من قوة التلاحم والتعاضد في البيت متوحد عصي على كل مكائد وشرور الفتن",15,barec,,1.0,0.0,low,0.590449,mid,,,,,,,,,,,
"يعتبر الضرب الذي جاء عليه الخبر في جملة "" زاد عدد الجامعات الأردنية في المدة الأخيرة بعد غياب سنوات "" ضربا : ( أ ) استفهامي ( ب ) طلبي ( ج ) إنكاري ( د ) إبتدائي",15,barec,,1.0,0.094502,low,0.436684,mid,,,,,,,,,,,
وتعمل بتحويل شيفرة هذا ال ( DNA ) إلى بروتينات مؤلفة من إنزيمات تتحكم بجميع العمليات الرئيسة داخل الكائن الحي .,15,barec,,1.0,0.007194,low,0.346397,mid,,,,,,,,,,,
"فطريقتهم في التفكير - فيما أزعم - لم تكن تصعد من الشواهد الجزئية , والأحداث الجارية , إلى المبدأ العام الذي يستقطبها , بل كانت تهبط من مبدأ يفرض نفسه عليهم فرضا ؛ ليستخرجوا منه ما يستخرجونه من قواعد للفكر والسلوك .",15,barec,,1.0,0.0,low,0.273423,low,,,,,,,,,,,
يزيد سفاهة فأزيد حلما كعود زاده الإحراق طيبا,15,barec,,1.0,0.0,low,0.264075,low,,,,,,,,,,,
وتذوق ملء الشعر طعم غرامها وهمومها,15,barec,,1.0,0.012504,low,0.302443,low,,,,,,,,,,,
ثم هناك التكملة والذيل والصلة لكتاب تاج اللغة وصحاح العربية وهو الاسم الذي طبع به الكتاب .,15,barec,,1.0,0.000956,low,0.572162,mid,,,,,,,,,,,
ففاضت دموع العين مني صبابة على النحر حتى بل دمعي محملي,15,barec,,1.0,0.009948,low,0.233308,low,,,,,,,,,,,
إذا استرذل الله عبدا حظر عليه العلم .,15,barec,,1.0,0.004956,low,0.320381,low,,,,,,,,,,,
"أما المذهب الرمزي فكان يجمع أكثر الكتاب والشعراء , وكان خصب الإنتاج حتى كاد يسيطر على جميع العناصر الهامة في الأدب الروسي الحديث ,",15,barec,,1.0,0.0,low,0.357198,mid,,,,,,,,,,,
"اقترح يوسف شيكلوفسكي سنة 1953 بأن منطقة الضوء الأزرق المنتشرة نشأت نتيجة إشعاع سيكلوتروني , وهو الإشعاع الناتج عن تقوس حركة الإلكترونات عند تحركها بسرعة تعادل نصف سرعة الضوء .",15,barec,,1.0,0.00698,low,0.301119,low,,,,,,,,,,,
"في الاستعمال الشائع , يشير مصطلح مضادات الهيستامين إلى المضادات التي تمنع عمل مستقبلات الهيستامين من النوع الأول ( وليس النوع الثاني وغيره من الأنواع ) .",15,barec,,1.0,0.00208,low,0.511769,mid,,,,,,,,,,,
"وإن الذي يشعر أن لا قبل له بوصف طقوس العربدة , فإنه يقفز إلى كومبريه الجزء المتعلق بالطفولة , ويبدأ مباشرة مع حب سوان , بحيث تنهال النوادر ويسود الحوار والنكتة والكوميديا كما هو الحال في السهرات المسائية التي لا يرغب المرء في انتهائها ,",15,barec,,1.0,4e-06,low,0.270469,low,,,,,,,,,,,
تحتاج عملية الترجمة طاقة GTP تحديدا في : ( أ ) اضافة حمض أميني ( ب ) انتهاء الترجمة وتحرر الوحدات البنائية ( ج ) تحريك الرايبوسوم ( د ) حمل الحمض الأميني ونقله الى الرايبوسوم,15,barec,,1.0,0.0,low,0.468921,mid,,,,,,,,,,,
أو محالا من جمال معجز أن ترى المألوف منه كالمحال,15,barec,,1.0,0.066595,low,0.261894,low,,,,,,,,,,,
أعلن بنك المغرب أن صافي الاحتياطات الدولية بلغ مليار درهم إلى حدود دجنبر الجاري مسجلا ارتفاعا بنسبة في المائة على أساس سنوي وأوضح البنك المركزي الذي نشر مؤشراته الأسبوعية أن هذه الاحتياطات عرفت زيادة بنسبة في المائة,15,barec,,1.0,0.0,low,0.586641,mid,,,,,,,,,,,
"ذلك بأنها قوام الثقافة المشتركة التي تصل أنحاء ذلك العالم الكبير الذي نسميه "" العالم العربي "" ؛",15,barec,,1.0,0.0,low,0.391051,mid,,,,,,,,,,,
ويرجح العلماء أن يعود تاريخ هذه الريشة الأثرية إلى العصر الطباشيري ( من 65 إلى 135 مليون سنة مضت ) .,15,barec,,1.0,0.0,low,0.505442,mid,,,,,,,,,,,
"العصر الإنجليزي : بينا كان هذا الاضطراب الداخلي سائدا , تقدم الفتح الأوروبي من البحر فأسس تجار البرتغال وهولندا وفرنسا وإنجلترا لهم محطات تجارية ,",15,barec,,1.0,0.006186,low,0.513245,mid,,,,,,,,,,,
"حكم تارك الصالة تكاسلا : مسلم مرتكب لمعصية كبيرة , هذا رأي : ( أ ) الإمام مالك ( ب ) الإمام الشافعي ( ج ) الإمام أبو حنيفة ( د ) الإمام أحمد بن حنبل",15,barec,,1.0,0.259289,low,0.631897,mid,,,,,,,,,,,
من هو العالم الذي قام باكتشاف قانون الجاذبية الأرضية ووضع قوانين أساسية لها ؟ ( أ ) العالم نيوتن . ( ب ) العالم الرازي . ( ج ) المكتشف ماركوني . ( د ) العالم أرمسترونج .,15,barec,,1.0,0.005852,low,0.688376,high,,,,,,,,,,,
"2 أن هؤلاء صنعوا حربا مع بارع ملك سدوم , وبرشاع ملك عمورة , وشنآب ملك أدمة , وشمئيبر ملك صبوييم , وملك بالع التي هي صوغر .",15,barec,,1.0,0.164831,low,0.315291,low,,,,,,,,,,,
"عند حذف المؤكد من جملة "" إن الامتحان لسهل "" يصبح الخبر ضربا ( أ ) استفهامي ( ب ) طلبي ( ج ) إنكاري ( د ) إبتدائي",15,barec,,1.0,0.241184,low,0.458626,mid,,,,,,,,,,,
من هو صاحب كتاب ( البيان والتبيان ) ؟ ( أ ) الجاحظ ( ب ) ابن المقفع ( ج ) ابن عبد ربه ( د ) عبدالقاهر الجرجاني,15,barec,,1.0,0.0,low,0.655171,mid,,,,,,,,,,,
الملك الذي تأسس في عهده قانون الإعمار الهاشمي للمقدسات الإسلامية وعلى رأسها المسجد الأقصى المبارك ( أ ) الحسين بن طلال ( ب ) عبدالله الاول ( ج ) الشريف الحسين بن علي ( د ) طلال بن عبدالله,15,barec,,1.0,0.003953,low,0.663369,high,,,,,,,,,,,
وايمانا بدور هذا الوطن في ركب القومية العربية وخدمة السلام العالمي والحضارة الانسانية,15,barec,,1.0,0.0,low,0.554968,mid,,,,,,,,,,,
كان الراحل الأستاذ ديفيد فيرس أول من شجعني على التفكير في قضايا الاقتصاد البيئي .,15,barec,,1.0,0.0,low,0.648196,mid,,,,,,,,,,,
دولة تنتج من طاقتها الكهربائية اعتمادا على الطاقة النووية ( % 76 . 1 ) من طاقتها هي : ( أ ) لتوانيا ( ب ) فرنسا ( ج ) البرازيل ( د ) الولايات المتحدة الامريكية,15,barec,,1.0,0.0,low,0.498947,mid,,,,,,,,,,,
"فيبدو اليوم والتاريخ تارة كأنه كوكب قطبي ثابت لا يتحول , ونورا هاديا في ديجور الليالي والأيام , وطورا كأنه سهم من كنانة القدر أصاب فأدمى واستحال انتزاعه , ومرة أخرى كأنه كأس خمر معتقة سبقتها فرحة وصحبتها نشوة وتلتها سكرة وأعقبتها صحوة مريرة أليمة .",15,barec,,1.0,0.006086,low,0.349787,mid,,,,,,,,,,,
"السياسة لغويا من مصدر على فعالة , كما أشار ابن سيده , قال : وساس الأمر سياسة .",15,barec,,1.0,0.0,low,0.49,mid,,,,,,,,,,,
الكتاب الأول في ' علم الاجتماع ' حمل نفس الاسم وكتب في منتصف القرن التاسع عشر من قبل الفيلسوف الإنجليزي هيربرت سبينسر .,15,barec,,1.0,0.0,low,0.825221,high,,,,,,,,,,,
"سياسة التكتل : هي السياسة التي يسعى كل طرف من خلالها إلى الانضمام والتحالف مع طرف آخر أو مجموعة من الأطراف بهدف كسب حلفاء في جانب من جوانب التعاون , خاصة الاستراتيجية منها كالميادين العسكرية والاقتصادية .",15,barec,,1.0,0.0,low,0.504559,mid,,,,,,,,,,,
"هذه هي الأبيات الافتتاحية لقصيدة مشهورة الجابريل أريستي Gabriel Aresti بلغة اليوسكيرا الحديثة , وهو أحد آباء اللغة المحدثة .",15,barec,,1.0,0.006769,low,0.565373,mid,,,,,,,,,,,
"وكما سأناقش في الفصول التالية , صار العلم على وشك العثور على حل لغز ملاءمة الكون للحياة بهذا الشكل المذهل ,",15,barec,,1.0,0.0,low,0.351125,mid,,,,,,,,,,,
• اربأ,15,barec,,1.0,0.087582,low,0.556365,mid,,,,,,,,,,,
"لم يتوقف شأن طريق الحرير على كونه سبيل تجارة بين الأمم والشعوب القديمة , وإنما تجاوز ( الاقتصاد العالمي ) إلى آفاق إنسانية أخرى ,",15,barec,,1.0,0.0,low,0.377692,mid,,,,,,,,,,,
يقول الشاعر حسان بن ثابت :,15,barec,,1.0,0.0,low,0.804205,high,,,,,,,,,,,
من القائل : ذات حسن إن تغب الضحى فلنا من وجهها عنها خلف ؟ ( أ ) عمرو بن كلثوم التغلبي ( ب ) عمرو بن أبي ربيعة ( ج ) النابغة الذبياني ( د ) النابغة الجعدي,15,barec,,1.0,0.0,low,0.431771,mid,,,,,,,,,,,
"واجبنا نحو العلماء : الذي يدل عليه قول النبي صلى الله عليه وسلم : "" الدين نصيحة "" , قلنا لمن يا رسول الله ؟ قال : "" لله ولكتابه ولرسوله ولأئمة المسلمين وعامتهم "" . ( أ ) التأدب معهم واحترامهم وتوقيرهم ( ب ) الاستجابة لهم والانتفاع بعلمهم ( ج ) الدعاء لهم بالخير والسداد وحفظ معروفهم ( د ) دقة النقل عنهم ( ه ) الدفاع عنهم",15,barec,,1.0,0.0,low,0.502737,mid,,,,,,,,,,,
فما وجدت كوجدي أم سقب أضلته فرجعت الحنينا,15,barec,,1.0,0.021867,low,0.219818,low,,,,,,,,,,,
"ويروى أنه رأى في منامه أرسطو , المعلم الأول , وسأله : "" أيها الحكيم , ما الحسن ؟ """,15,barec,,1.0,0.0,low,0.572783,mid,,,,,,,,,,,
"وتظهر الموسيقا أيضا في التقطيع الصوتي للأبيات , كقول امرئ القيس في معلقته يصف فرسه :",15,barec,,1.0,0.0,low,0.410682,mid,,,,,,,,,,,
"ومع ذلك , ثمة حاجة إلى نظرية جديدة , وسوف نقدم نظريتنا على أمل أن ثمة شخصا ما في وقت ما في مكان ما سوف يدحض هذه النظرية بل يقدم بديلا أفضل لها .",15,barec,,1.0,0.0,low,0.392849,mid,,,,,,,,,,,
"وذلك مدخل العلوم الجغرافية ومقدمتها يكفي للقيام به أن يكون الكاتب باصرا مترويا , يحسن مراقبة المرئيات دون أن يحتاج إلى شيء من الآلات الرصدية , أو من العلوم الإعدادية .",15,barec,,1.0,0.0,low,0.298633,low,,,,,,,,,,,
علهت تردد في نهاء صعائد سبعا تؤاما كاملا أيامها,15,barec,,1.0,0.034094,low,0.367957,mid,,,,,,,,,,,
القرارات الاقتصادية,15,barec,,1.0,0.0,low,0.837873,high,,,,,,,,,,,
"وتجمع البنائية بين التقنية المتقدمة والهندسة , كما كانت مخصصة لغايات اشتراكية وشيوعية .",15,barec,,1.0,0.0,low,0.413492,mid,,,,,,,,,,,
"وهذا القول ضعيف لأن أباه عبد العزيز بن مروان إنما تولى مصر سنة 65ه بعد استيلاء مروان بن الحكم عليها من يد عامل عبد الله بن الزبير , فولى عليها ابنه عبد العزيز ,",15,barec,,1.0,0.016776,low,0.577227,mid,,,,,,,,,,,
وصراعهما يدفع عجلة الزمن وتاريخ العالم والإنسانية نحو نهاية محتومة عبر ثلاث مراحل :,15,barec,,1.0,0.0,low,0.282729,low,,,,,,,,,,,
ربما تثبت فائدة بعض هذه المعاني في بعض التطبيقات بما يجعلها تستحق المزيد من الدراسة والاعتراف بها بصورة دائمة .,15,barec,,1.0,0.0,low,0.28891,low,,,,,,,,,,,
وتلتزم الدولة بتخصيص نسبة من الإنفاق الحكومى للصحة لا تقل عن 3 % من الناتج القومى الإجمالى تتصاعد تدريجيا حتى تتفق مع المعدلات العالمية .,15,barec,,1.0,0.0,low,0.430309,mid,,,,,,,,,,,
"تضع الدولة سياسة وطنية شاملة للإسكان تتضمن التوسع في مجال الاستثمار العقاري , وتشجيع مشروعات الإسكان التعاوني , وإشراك القطاع الخاص والمصرفي , بما يكفل لذوي الدخل المحدود الحصول على سكن ملائم وبسعر يتناسب مع مستويات دخولهم .",15,barec,,1.0,0.0,low,0.456982,mid,,,,,,,,,,,
تقدم الكلمة أو تأخر كلمة عنها راجع إلى مراعاة السياق ومقتضى حال المخاطب علل ذلك : ( أ ) لأن ذلك يؤدي إلى عدم الاختلاف في المعنى ( ب ) لأن سياق الكلام يدل على القوة والإنسان أقوى من الجن في كل شيء ( ج ) لأن ذلك يؤدي إلى الاختلاف في المعنى ( د ) الأمر البلاغي في التقديم أو التأخير يؤدي للحال,15,barec,,1.0,0.0,low,0.399069,mid,,,,,,,,,,,
قبل أن نتعرض لمشكلة العبودية عبر الأطلسي لا بد من مقدمة عامة تفيدنا في فهم البدايات والتطورات التي حدثت في المرحلة التي شهدت بداية ممارسة العبودية وإلغائها في الماضي .,15,barec,,1.0,0.0,low,0.416417,mid,,,,,,,,,,,
وكثيرة غرباؤها مجهولة ترجى نوافلها ويخشى ذامها,15,barec,,1.0,0.0497,low,0.141192,low,,,,,,,,,,,
نزع المعطف هي العملية التي يتم خلالها تحليل قفيصة الفيروس بواسطة إنزيمات الفيروس أو إنزيمات الخلية وبالتالي تحرير الحمض النووي الفيروسي .,15,barec,,1.0,0.0,low,0.319243,low,,,,,,,,,,,
كتاب رائع رغم أن عمره يزيد على قرن من الزمان إلا أنك تشعر أنه يلمس واقعنا الذي نعيشة الأن وكأننه يتحدث عن حال أمتنا هذه الأيام ولا عجب فحال أمتنا لم يتغير من أمد بعيد يتحدث الكاتب عن الإستبداد ومفهومه وأنواعه وإهتم بالإستبداد السياسي وأشكاله وأهم أسبابه والعوامل التي تساعد على قيامه وبالأخص الدين والجهل ثم تطرق في النهاية إلى كيفية التخلص منه كما يرى الكاتب على نحو علمي ولم يغفل الكاتب هنا عن مقارنة حال الشرق بالغرب في عهده ولكن رغم الفارق الزمني الكبير إلى أنه لا يزال يصف حال أمتنا وما تمر به من تعسف وجور وإستبداد وتغييب بإسم الدين وتسلط بإسم الخرافة والجهل,15,barec,,1.0,0.0,low,0.339246,mid,,,,,,,,,,,
"الصناعة مصطلح يكاد يرادف القطاع الاقتصادي في الاصطلاح الحديث , ويشير أصلا إلى الصناعات الاستخراجية والصناعات التحويلية , ولكنه اليوم يشمل أيضا تقديم أي خدمة أو منتج مقابل ربح , مثل الصناعة المصرفية .",15,barec,,1.0,0.0,low,0.439592,mid,,,,,,,,,,,
"تعمل الدولة على إقامة اقتصاد متنوع يحقق الرفاهية والرخاء ورفع مستوى المعيشة , ويقوم على معايير الشفافية والجودة والمساءلة والتوازن بين الكفاءة الاقتصادية والعدالة الاجتماعية والتنافسية وحماية حقوق المستهلك والمنتج . وتتولى الدولة دعم وتحفيز القطاع الخاص",15,barec,,1.0,0.0,low,0.440273,mid,,,,,,,,,,,
"قال المؤرخ بوجي بونسي "" أنها صناعة تقليدية وارتبطت بالمسجد الإبراهيمي وبالقدس "" أما الرحالة فلكس فابري "" حرفة الزجاج في الخليل هي مهنة تنتقل بين أيدي أبناء المدينة "" .",15,barec,,1.0,0.00049,low,0.636383,mid,,,,,,,,,,,
لصوتنا عجيج وفي البكا نشيج,15,barec,,1.0,0.395103,mid,0.231677,low,,,,,,,,,,,
"تنشأ المشكلة الاقتصادية عندما يصبح توافر أية مادة غير كاف لإشباع جميع الحاجات الإنسانية ,",15,barec,,1.0,0.0,low,0.33793,mid,,,,,,,,,,,
( رواه البخاري ومسلم ) .,15,barec,,1.0,0.0,low,0.800502,high,,,,,,,,,,,
يتم تداول السلطة سلميا عبر الوسائل الديمقراطية المنصوص عليها في هذا الدستور .,15,barec,,1.0,0.0,low,0.534862,mid,,,,,,,,,,,
والهجاء عكس المدح يوصف فيه المهجو وقبيلته بضعة النسب والجبن والبخل .,15,barec,,1.0,0.103139,low,0.384542,mid,,,,,,,,,,,
"فمنذ المراحل الأولى من الثورة الصناعية حتى ظهور الاقتصاد العالمي الحالي عملت سلسلة من الثورات المتعاقبة بلا هوادة على تغيير عادات البشر ومواطنهم , ويكمن اللغز في السبب وراء استغراق هذه التطورات زمنا طويلا جدا كي تتحقق .",15,barec,,1.0,0.0,low,0.576627,mid,,,,,,,,,,,
"قلت : احتشدي في ذاتي , واحتلي ذراتي ,",15,barec,,1.0,0.016885,low,0.331766,mid,,,,,,,,,,,
يقول طرفة بن العبد واصفا ناقته وسرعتها :,15,barec,,1.0,0.0,low,0.346721,mid,,,,,,,,,,,
"قد تكون هناك مستويات أو مرتبات مختلفة للوعي , أو أنواع مختلفة من الوعي , أو مجرد نوع واحد مع سمات مختلفة .",15,barec,,1.0,0.0,low,0.443334,mid,,,,,,,,,,,
"وجادت رحمته وتدينه الصادق بأن أمر أمره بإلقاء ثلاث من رفاقي أمامه في الفلكة , اتهموا بأنهم سرقوا نقودا من آبائهم وشروا بها سكرا وشايا من الدكان ,",15,barec,,1.0,0.006627,low,0.241367,low,,,,,,,,,,,
قالوا اغض عنها الطرف إنك واجد إلا لنفسك أن فقدت مثيلا,15,barec,,1.0,0.056547,low,0.400701,mid,,,,,,,,,,,
