Sentence,Readability,aldi_score,aldi_label,ags_score,ags_label
"واستغرق الأمر أربعة أشهر حتى تم تحديد العامل المسبب للمرض الجديد , الذي كان واحدا من فيروسات عائلة كورونا الفيروسية الذي انتقل ليصيب الإنسان آتيا من الحيوانات البرية الصغيرة التي يجري تداولها وتناولها كطعام في مقاطعة جوانجدونج الصينية .",14,0.000000,low,0.385599,mid
"بحلول يوليو عام ٢٠٠٣ , تم وقف الانتشار العالمي للفيروس , الذي كان يحدث في الأساس عبر المسافرين بالطائرات المصابين بالعدوى .",14,0.000000,low,0.480461,mid
"وتوقف تفشي المرض الجديد , الذي أطلق عليه اسم "" سارس "" ( وهو اختصار لعبارة بالإنجليزية تعني المتلازمة التنفسية الحادة الشديدة ) عند رقم يقترب من ٨٠٠٠ حالة مرضية و٨٠٠ حالة وفاة .",14,0.000000,low,0.568604,mid
كان من الممكن أن تكون الخسارة أكثر فداحة بمراحل لولا حدوث تعاون دولي جدير بالإعجاب للسيطرة على انتشار الفيروس عن طريق عزل الحالات والسيطرة على أسواق الحيوانات البرية .,14,0.000000,low,0.242167,low
مقدمة,5,0.000000,low,0.369321,mid
المأساة الكبرى,7,0.000000,low,0.415224,mid
"وضعت هذه الرواية في الحرب الحاضرة ,",6,0.000000,low,0.347531,mid
"وجعلتها على أسلوب الروايات التشخيصية ؛ لكي أجعل لأشخاصها في كلامهم وأفعالهم صورا خاصة تدل عليهم , وتنطق عنهم بلسانهم ؛ لتكون العبرة من ذلك في معرض الفكاهة أوقع في النفس .",16,0.001996,low,0.386942,mid
"وقسمت الكلام فيها قسمين : قسم حقيقي واقع ؛ وصفت فيه مقدمات الحرب والأعمال التي جرت فيها , وقسم تخيلي منتظر ؛ جعلته توطئة "" للمحاكمة "" المقصودة من كل هذه الرواية , والتي تظل صحيحة مهما تكن النتيجة , لمثيريها أو عليهم ,",15,0.000000,low,0.351936,mid
"عسى أن تنجلي هذه الأمور الاجتماعية البسيطة للجمهور , فيصون نفسه ومصالحه من عبث العابثين , وينزه مداركه عن أن يكون كالآلة العمياء في أيدي السفاحين المخربين ؛ لقضاء أغراض لهم سافلة في غالب الأحيان , كما هي الحال في هذه الحرب الشنيعة التي تضحي الناس فيها بالملايين لأحلام ومطامع لا يجوز أن تصدر في هذا العصر خاصة إلا من مصدعين مجانين , ولا يقبلها إلا المغفلون .",15,0.014631,low,0.162415,low
"ولا غرو ؛ فجنون العظمة والغرور كلاهما جنون , كما هو شأن إمبراطور الألمان اليوم متعاظما بعراقة محتده , وبسطة ملكه , وقوة أمته , وهذا أقل عيوب الأسر المالكة , وكما هو شأن أمته مغترة بما وصلت إليه من النجاح الباهر في العلم والصناعة والتجارة في هذا الوقت القصير , فأصابها من ذلك خمار كخمار محدثي شاربي الخمرة ,",14,0.000002,low,0.153574,low
وللمحدثين في كل شيء - حتى في العلم - خمار أيضا ؛,12,0.000000,low,0.337652,mid
"فانقادت بحكم التربية المصنوعة إلى مطامع إمبراطورها الجنونية , وصبت الويلات على العالم غير حاسبة للأضرار التي تلحق بها من ذلك حسابا ,",12,0.000000,low,0.175337,low
"كأنها فعلت كل ذلك عن غير روية , أو عن روية غير ناضجة , أو هي مختمرة اختمارا فاسدا ,",11,0.005323,low,0.341805,mid
"فأتت أعمالا تحاسب عليها حتى الأمم الجاهلة , ولا تليق بأمة مثلها سمت سموها في العلم والحضارة ,",12,0.004724,low,0.289733,low
ولما فعلت ذلك لو أنها شاءت أن تدرك مبادئ علم الاجتماع الطبيعي كما ينبغي أن يكون .,15,0.000000,low,0.313248,low
فأنا توخيت من هذه الرواية أغراضا أربعة :,8,0.000000,low,0.341728,mid
( ١ ) أن أصف وصفا بسيكولوجيا ( أخلاقيا ) الأشخاص الذين ذكروا فيها ينطبق على أخلاقهم ومطامعهم وأحلامهم ومراميهم على ما فيها من الغرابة والحمق اليوم ؛ للتنفير منها .,13,0.000000,low,0.517011,mid
"( ٢ ) أن أصف الوقائع - بالإشارة إليها - وصفا تقريريا في الجانب الحاصل منها ,",12,0.000000,low,0.456558,mid
"ويكاد يكون نتيجة لازمة في الباقي غير الحاصل , بناء على أنه في حالة الاجتماع الحاضرة لا يجوز أن تصح نتيجة أخرى , مهما تقلبت أحوال الحرب , ومهما طال أجلها .",16,0.000000,low,0.313939,low
( ٣ ) أن أشير إلى بعض انتقادات في أمور اجتماعية كائنة ؛ لأنها كانت لا تهضمها معدة الاجتماع الراقي .,14,0.011800,low,0.385916,mid
"( ٤ ) أن أبحث بحثا سوسيولوجيا ( اجتماعيا ) فيما يجب أن تكون نسبة الأمم بعضها إلى بعض , ولا سيما الراقية بناء على ما هي صائرة إليه , طبقا لمرامي العلم الطبيعي الصحيح المفهوم كما هو , لا كما يؤوله أصحاب الغرض , وأصحاب النظر القصير .",17,0.000000,low,0.332633,mid
"فإذا كنت لم أبلغ غاية الإجادة في الوضع كرواية تمثل على المراسح ؛ فأنا لم أنظر فيها إلى ذلك بقدر ما نظرت إلى الغاية التي قصدتها منها , وهي القضاء على ما في العقول من السخائم , وتأييد مصلحة الاجتماع بمقاومة ما فيه من النظامات الفاسدة التي لا تتفق مطلقا مع هذه المصلحة , ولا سيما في هذا العصر الذي ينبغي فيه على الأمم الراقية أن تكون متضامنة ؛ للبلوغ بالاجتماع إلى الغاية القصوى من العمران ,",15,0.000000,low,0.303461,low
"فلقد نظرت إلى جسم الاجتماع كما ينظر الطبيب إلى الجسم الحي ؛ ليتعهد - كما يتعهد هذا الجسم في صحته , وفي مرضه - بتوفير الأعضاء الصحيحة , ومداواة الأعضاء المريضة بما يصلحها - إن أمكن - وإلا فبالقطع أو البتر إذا كانت لا ترجى ؛ لئلا يمتد فسادها إلى المجموع , لا أن تعكس الآية ويقوض الصحيح النافع من الأمم , ويوالى الفاسد الضار من الدول التي لا ترجى .",16,0.000000,low,0.341267,mid
مقدمة,5,0.000000,low,0.369321,mid
"يحكم معظم الناس لصق الأظرف قبل إرسال خطاباتهم ,",7,0.000000,low,0.439206,mid
"وإذا سئلوا عن سبب ذلك , فستأتي بعض الإجابات الفورية من قبيل : "" لا أعرف حقيقة "" و "" مجرد عادة "" و "" لم لا ؟ "" و "" لأن الجميع يفعلون ذلك . """,13,0.000000,low,0.330024,mid
"قد تشمل الإجابات الأخرى الأكثر تعقلا إجابات من قبيل : "" لمنع الخطاب من السقوط "" , أو "" لمنع الآخرين من قراءة الخطاب "" .",10,0.000000,low,0.387419,mid
"حتى في حال لم تحتو الخطابات على معلومات حساسة أو شخصية جدا , يرى الكثيرون منا أن هناك خصوصية في محتويات مراسلاتنا الشخصية , وأن إحكام لصق الأظرف يمنع اطلاع الآخرين عليها باستثناء متلقي الرسائل المقصود .",12,0.000000,low,0.425891,mid
إذا أرسلنا خطاباتنا في أظرف غير مغلقة فسيستطيع أي شخص يحصل على الظرف أن يقرأ محتويات الرسالة .,14,0.002237,low,0.412906,mid
ومسألة ما إذا كانوا سيقرءون الرسائل بالفعل أم لا قضية أخرى .,13,0.103812,low,0.463089,mid
المهم أنه ما من شك في أنهم سيتمكنون من قراءتها إن هم أرادوا ذلك .,13,0.000000,low,0.430459,mid
"بالإضافة إلى ذلك , إذا استبدلوا الرسالة الموجودة داخل الظرف , فلن نعرف أنهم فعلوا ذلك .",13,0.000000,low,0.365052,mid
يعتبر استخدام البريد الإلكتروني بالنسبة إلى الكثيرين حاليا بديلا لإرسال الخطابات من خلال البريد العادي .,10,0.000000,low,0.500290,mid
"والبريد الإلكتروني وسيلة سريعة للتواصل لكن بطبيعة الحال لا توجد أظرف لحماية الرسائل , بل يقال عادة إن إرسال الرسائل عبر البريد الإلكتروني يشبه إرسال الخطابات عبر البريد العادي دون أظرف .",12,0.000000,low,0.415394,mid
"بداهة , من يرد إرسال رسائل سرية أو مجرد رسائل شخصية عبر البريد الإلكتروني , فسيحتاج إلى وسيلة أخرى لحمايتها .",14,0.000000,low,0.397683,mid
تتمثل إحدى هذه الوسائل في استخدام التشفير وتشفير الرسائل .,7,0.000000,low,0.527437,mid
"إذا وقعت رسالة مشفرة في أيدي أشخاص غير المتلقين المعنيين , يجب أن تبدو هذه الرسالة غير مفهومة .",13,0.000000,low,0.250524,low
"لم ينتشر استخدام التشفير لحماية رسائل البريد الإلكتروني على نطاق واسع بعد , بيد أن ذلك يحدث حاليا ,",12,0.000000,low,0.357628,mid
وعلى الأرجح سيزداد انتشاره اتساعا .,12,0.000000,low,0.321374,low
"في الواقع , تقدمت مجموعة من أعضاء البرلمان الأوروبي بتوصية في مايو ٢٠٠١ بضرورة تشفير جميع مستخدمي أجهزة الكمبيوتر في أوروبا لرسائلهم الإلكترونية بغرض "" تفادي تجسس شبكة التنصت البريطانية - الأمريكية "" .",14,0.000000,low,0.418310,mid
التشفير علم راسخ كان له أثر تاريخي كبير لأكثر من ألفي عام .,15,0.001164,low,0.737411,high
"جرت العادة أن الحكومات والمؤسسات العسكرية كانت بمنزلة المستخدمين الرئيسيين له , على الرغم من ضرورة الأخذ في الاعتبار أن كتاب فاتسيايانا "" كاما سترا "" يحتوي على توصية للنساء بدراسة "" فن فهم الكتابة المشفرة """,14,0.000000,low,0.361652,mid
( توجد جميع البيانات الكاملة للأعمال المستشهد بها في هذا الكتاب في قسمي المراجع والقراءة الإضافية ) .,14,0.000000,low,0.318271,low
وتأثير علم التشفير على التاريخ موثق توثيقا جيدا .,11,0.000775,low,0.489042,mid
"ولا شك في أن المرجع الأساسي حول التشفير هو كتاب "" فاكو الشفرات "" لديفيد كان .",10,0.073993,low,0.676712,high
يقع هذا الكتاب في أكثر من ألف صفحة ونشر للمرة الأولى في عام ١٩٦٧ .,10,0.000000,low,0.429028,mid
"وصف الكتاب بأنه "" أول كتاب شامل يروي تاريخ الاتصالات السرية "" , وبأنه كتاب ممتع للغاية .",10,0.000000,low,0.482463,mid
"في وقت قريب , ألف سايمون سينج كتابا أكثر إيجازا بعنوان "" كتاب الشفرة "" , وهو كتاب مبسط يعرض بعضا من أهم الأحداث التاريخية .",12,0.000000,low,0.661374,high
"وفي حين أن هذا الكتاب لا يعتبر كتابا شاملا ككتاب كان , فإنه يهدف إلى إثارة اهتمام القارئ العادي بالموضوع .",11,0.000000,low,0.351231,mid
كلا الكتابين رائع ونوصي بشدة بقراءتهما .,7,0.000847,low,0.228304,low
"لا يقتصر الفضل في نشر وزيادة الوعي العام بالأهمية التاريخية لعلم التشفير على المؤلفات , بل يمتد إلى عدد من المتاحف والأماكن التاريخية حيث تعرض ماكينات التشفير القديمة .",17,0.000000,low,0.528756,mid
يأتي على رأس قائمة هذه الأماكن حديقة بلتشلي في إنجلترا التي يعتبرها كثيرون موطن علم التشفير والحوسبة الحديثة .,15,0.021082,low,0.363099,mid
"في هذا المكان تمكن آلان تورينج وفريقه من فك شفرة إنيجما ,",10,0.006262,low,0.410928,mid
وحفظت بيئة عملهم كأثر تاريخي لإنجازات تورينج وفريقه المدهشة .,10,0.000000,low,0.423644,mid
أظهر الكثير من الأفلام الحديثة عن الحرب العالمية الثانية أهمية فك الشفرة .,14,0.000000,low,0.474905,mid
تتمثل المحطات التاريخية التي تلقت اهتماما خاصا في أثر فك شفرة إنيجما وفك شفرة الرسائل المشفرة قبل الهجوم على ميناء بيرل هاربور مباشرة .,15,0.000000,low,0.474610,mid
خصص أيضا عدد من المسلسلات التليفزيونية لتناول الموضوع .,10,0.000000,low,0.404081,mid
الكفاح من أجل البقاء,12,0.000000,low,0.382112,mid
تمهيد : الموقف بعد المناداة بالولاية,14,0.000000,low,0.403819,mid
"أزاح إقلاع القبطان باشا من الإسكندرية في أكتوبر ١٨٠٥ حملا ثقيلا عن صدر محمد علي , عندما كان وجوده يهدد بتألب أعداء الباشا عليه في اتحاد عام , يسبغ عليه تزعم القبطان باشا - وهو ممثل السلطان العثماني صاحب السيادة على هذه البلاد - الصبغة الشرعية التي تزيده قوة وتوثقا ,",14,0.000420,low,0.317797,low
"فآذن استبعاد هذا العامل من الميدان , وتثبيت محمد علي في ولايته بانحصار التنازع على السلطة في الفترة التالية مباشرة بين باشا القاهرة وبين البكوات المماليك ,",12,0.000443,low,0.492859,mid
"وكان نزاعا مريرا ؛ لأن محمد علي كان قد صح عزمه منذ أن دان له الحكم في مايو على الاستقرار في ولايته وعدم مبارحة البلاد ,",12,0.076958,low,0.410785,mid
"فبعث في طلب ولديه إبراهيم وطوسون , ووصل هذان إلى بولاق في ٢٧ أغسطس ١٨٠٥ , وأصعد الباشا ابنه الأكبر إبراهيم إلى القلعة في اليوم التالي , وأجلسه بها ,",14,0.002914,low,0.439879,mid
"ثم لم يلبث أن توافد عليه مواطنوه يطلبون خدمته والعمل معه وتحت لوائه , وعهد إليهم الباشا بشتى الأعمال .",12,0.007886,low,0.290821,low
"وكان المماليك من ناحيتهم لا يقلون إصرارا عنه على المضي في جهودهم من أجل انتزاع حكومة القاهرة منه , واسترجاع سلطانهم المفقود في بلاد عدوها ملكا خالصا لهم يقتسمون أرزاقها فيما بينهم , ولا يسمحون لطوائف الأجناد من أرنئود ودلاتية وغيرهم ممن اعتبروهم غرباء عنها بأن يشاركوهم في استغلالها .",14,0.000000,low,0.472673,mid
"ولقد استمر المماليك مصدر أشد الأخطار التي تعرضت لها حكومة محمد علي لا في هذه الفترة فحسب , بل وطوال المدة التي احتفظوا فيما بمظاهر شوكتهم قبل أن يقضي عليهم القضاء المبرم في مذبحة القلعة المعروفة .",12,0.000000,low,0.370027,mid
"لقد تضافرت عوامل عدة على إضعاف البكوات المماليك , كان أهمها نقص قوة فرسانهم عدتهم الكبرى في الحروب , ووهن العلاقة التي ربطت بين "" الأساتذة "" و "" الأتباع "" , والأولون هم البكوات , منهم الحكام الصناجق ( أو السناجق , جمع سنجق وهو البيرق شارة الإمارة والبكوية ) , والآخرون هم المماليك الذين اختص كل واحد من الأساتذة , أو السادة الأمراء بعدد معين منهم , وقد عمد هؤلاء البكوات , أو الأمراء إلى الاستكثار من مماليكهم ؛ بشرائهم الرقيق من أسوان في جورجيا والقفقاز خصوصا , ولا يلبثون أن يرفعوا من شاءوا منهم عند اكتمال رجولتهم إلى رتبة البكوية والإمارة , ثم وهن العلاقة بين هؤلاء المماليك الذين أمرهم أساتذتهم وأسيادهم فصاروا "" خشداشين "" متساوين في الحقوق والتبعات , يربط بينهم الولاء لأستاذهم الأكبر سيد البيت الذي ينتمون إليه ,",15,0.001807,low,0.356019,mid
"ويسود وجوبا الوئام والاتحاد بينهم بحكم هذه الصلة , حتى إذا خرج أحدهم على ما جرى به العرف عد ذلك إثما عظيما .",14,0.000000,low,0.135502,low
"وكان بيت السيد أو الأستاذ بمثابة المدرسة التي يتعلم فيها مماليكه الفروسية وفنون القتال , ويتدربون على الشجاعة والبسالة ,",12,0.000000,low,0.495107,mid
"ويلقنون المبادئ الأخلاقية التي أقرها النظام المملوكي , وأهمها طاعة التابع لأستاذه , والولاء له حتى يسترشدوا بها في حياتهم الخاصة والعامة على سنن يحفظ لطبقتهم المنعزلة في نظامها عن سائر طوائف وطبقات المجتمع تكتلها وكيانها .",13,0.000000,low,0.208054,low
"وكان عدد البكوات أو الصناجق في العهد العثماني الأول أربعا وعشرين ,",14,0.000000,low,0.670229,high
"ثم أخذ ينخفض تارة ويرتفع أخرى ليصل إلى هذا الرقم ,",8,0.015962,low,0.352206,mid
"حتى إذا كان عهد الحملة الفرنسية نقص عدد البكوات , فلم يزيدوا عند خروج الفرنسيين من مصر على الاثني عشر "" بك "" ,",13,0.015576,low,0.545972,mid
"ثم نقص عدد مماليكهم , من الثمانية آلاف أو الاثني عشر ألفا على أقصى تقدير إلى حوالي الألف أو الألف والخمسمائة فارس أو مملوك وبخاصة عندما أفقدهم النضال والتطاحن المستمر من أجل الاستحواذ على السلطة في القاهرة بعد الحملة الفرنسية الكثير من أعدادهم ,",15,0.000000,low,0.501529,mid
"وتعذر على البكوات أن يسدوا هذه الثغرة التي حدثت في صفوف مماليكهم ؛ لأن الباب العالي لم يلبث أن بادر - عقب دخول البلاد مرة أخرى في حوزته - بإصدار الأوامر المشددة بوضع العراقيل في أسواق الرقيق التي يجلب منها البكوات مماليكهم وإيصادها دونهم , حتى صار هؤلاء يشكون من هذا الإجراء شكوى مرة , ويحاولون الاستعاضة عن المماليك الرقيق بمن صار ينضم إلى صفوفهم من العرب البدو واليونانيين والأتراك ,",15,0.043462,low,0.241097,low
"ولم يكن الدافع لالتحاق هؤلاء بخدمة البكوات سوى استمرائهم لحياة السلب والنهب التي صار يعيشها البكوات أنفسهم في تنقلهم من إقليم إلى آخر منذ أن حرموا نعمة الاستقرار في الحكم التي تمتعوا بها قبل مجيء الفرنسيين من ناحية والتي فقدوها نهائيا منذ أن طردت حكومتهم من القاهرة على يد محمد علي ,",14,0.003377,low,0.281507,low
"فلم يفدهم انضمام العرب واليونانيين والأتراك إليهم سوى رفع قوتهم العددية , بل أضعف من ناحية أخرى قوتهم المعنوية , أو بالأحرى زاد من إضعافها ووهنها , وذلك أن الانحلال الذي أخذ يدب في صفوف المماليك كان انحلالا عاما شاملا .",15,0.000000,low,0.317918,low
في الجزيرة القديمة قبل الإسلام,7,0.001355,low,0.893549,high
أحوال المدالث الفراتية الجغرافية ومقابلتها بمدالث١ مصر وبنجاب,12,0.208455,low,0.317841,low
( ١ ) الجزيرة القديمة,5,0.031669,low,0.859209,high
"المراد بالجزيرة عند العرب : الأرض التي تحيط بها المياه من كل جانب أو تكاد , فهي تنطبق على ما يسمى بالجزيرة حقيقة , وعلى ما يسمى بشبه الجزيرة أيضا .",12,0.000000,low,0.362677,mid
"ولم ينظر العرب إلى نوعية هذا الماء المحدق بتلك الأرض , فسواء كان عندهم ذلك الماء ماء بحر أو ماء نهر ؛",12,0.000000,low,0.340370,mid
"ولهذا قد أطلقوا منذ القديم اسم الجزيرة على ما يسميه الإفرنج "" ميسو بوتاميا "" ؛ أي بين النهرين .",14,0.033574,low,0.540738,mid
"وهذا الذي نريده هنا بلفظ الجزيرة , فهي الديار الممتدة , من هضاب أرمينية إلى مصب شط العرب .",14,0.099073,low,0.442107,mid
( ٢ ) أحوال المدالث الفراتية الجغرافية,14,0.046799,low,0.490379,mid
"تعال نركب طيارة تحلق بنا في الجو , ونذهب بها إلى المحل الذي ينبع منه الفراتان : دجلة , والفرات ,",13,0.547009,mid,0.406253,mid
وفي بعض المواضع منه يبقى الثلج على مدار السنة .,10,0.000000,low,0.420267,mid
"أما ماء الفرات فيتجمع من واديي مراد وقرمصو ,",8,0.020864,low,0.430765,mid
"فإذا جمع بينهما هرب بمياههما إلى الشرق , ثم يفر بها إلى الغرب دافعا إياها في مختنقات جبال وعرة وأودية ضيقة ,",13,0.000000,low,0.205072,low
"فإذا جاوز ملطية قفز قفزة فجائية كأنه يحاول الفرار إلى الجنوب الغربي , فيخدس لنفسه معبرا في الطورس , طالبا بحر الروم الذي يميل إليه كل الميل , ثم كمن يرعوي عن غيه يعود إلى الجنوب الشرقي في جهة خليج فارس .",16,0.000000,low,0.243255,low
"أما دجلة فإن مخرج رأسه من "" جوار مراد "" , لكنه يجري في الغرب إلى الشرق في جهة مخالفة لجهة شقيقه ,",14,0.010120,low,0.403590,mid
"فإذا خرج من الجبال يميل إلى الجنوب , ويحاول أن يدنو من أخيه الفرات رويدا رويدا ,",13,0.000000,low,0.381154,mid
"فإذا صار في جوار بغداد أخذ كل واحد منهما يحاول مصافحة أخيه كأن الواحد يقول لشقيقه : تعال نجتمع في هذه المدينة القديمة ونتعاهد على ألا نتفارق ,",13,0.138917,low,0.377915,mid
"فيكاد كل واحد منهما يتفق مع الآخر ؛ إذ لا يفصل الواحد عن الآخر إلا مسافة بضع ساعات في سهل مطمئن ,",12,0.000000,low,0.352506,mid
"وكأن عدوا سمع ما ينجم من اتفاقهما إذا ما اجتمعا في بغداد , جاء فوشى بالواحد بعد الآخر إلى صاحبه وفرق بينهما , فأخذ كل منهما يسير على موازاة شقيقه وهو ينظر إليه شزرا مسافة ٢٠ إلى ٣٠ ميلا ,",14,0.000000,low,0.300403,low
"ثم يعودان فيفترقان ولا يتفقان إلا بعد أن ينحدرا نحو ثمانين ساعة ؛ إذ يتحققان أن الفراق لا يفضي إلا إلى هلاك كل منهما في الفلوات المحرقة ,",14,0.000000,low,0.261119,low
"فيتصافحان عند القرنة , ومن هناك ينحدران مشتركي القوى ليصبا في خليج فارس .",14,0.000000,low,0.325415,low
"والفرات يرحب من جهة يساره عند وسط مجراه بزائرين , وهما : البليخ , والخابور ,",14,0.015897,low,0.395684,mid
"ومنذ اتصل به الخابور إلى أن اجتمع بأخيه لا يزوره أحد ,",12,0.027409,low,0.315447,low
"أما دجلة فإن زواره أكثر من ذلك , فإن الزابين الأعلى والأسفل يأتيان فيرويانه بمياههما , ثم يجاريهما في هداياهما عظيم وديالي ,",14,0.011676,low,0.363003,mid
"وكل من الفراتين تجري فيهما السفن في أغلب قسم من منحدرهما ,",13,0.088990,low,0.357975,mid
"فالسفن تجري في الفرات من سميساط , وفي دجلة من الموصل ,",12,0.272679,low,0.494904,mid
"وعند ذوبان الثلوج - ويكون ذلك في أوائل نيسان أو أواسطه - يغتاظ الفراتان , فيرغوان ويزبدان ويحبلان غصبا من الربيع ؛",12,0.060676,low,0.282724,low
"فيطفحان بمياههما ويطغيان على ما جاورهما من الأرضين , فاعلين ما يفعل النيل في ديار مصر ,",10,0.227936,low,0.262156,low
"ولا يعودان إلى مألوف مجراهما إلا في أواخر أيار أو أوائل حزيران , عندما يبتدئ الحر بكسر شوكة هذين الشقيقين المستبدين .",13,0.000000,low,0.335608,mid
الصوت,3,0.002288,low,0.378896,mid
في تولد الصوت,10,0.120970,low,0.481148,mid
الصوت هو ما يصدر عن كل حركة اهتزازية لجسم رنان تحدث في الهواء ارتجاجا يسير فيه إلى بعد ما -,14,0.002028,low,0.262712,low
"فمثلا إذا طرق بجسم صلب على كوبة من البللور لأجل حدوث صوت ومست حافة هذه الكوبة بالإصبع مسا خفيفا , حصل فيه رجات سريعة جدا تدل على اهتزاز الكوبة -",13,0.001640,low,0.325914,low
وإذا ضغط بالإصبع على الحافة الملموسة لإيقاف حركتها الاهتزازية شوهد انقطاع الصوت في الحال -,13,0.015831,low,0.291738,low
"ولبيان طبيعة الحركات الاهتزازية التي تحصل في الأجسام الرنانة عندما تولد صوتا تثبت صفيحة من الصلب أ ب في منجلة ح ( شكل ١ - ١ ) ثم تبعد عن وضعها الذي تكون فيه في حالة موازنة بأن تجعل في الموضع أ د مثلا وتترك فيشاهد عند ذلك أنها تعود إلى وضعها الأصلي , إلا أنها لا تثبت فيه , بل تتعداه إلى أن تصير في وضع أ ه مماثل للوضع أ د ثم تعود بالثاني إلى أ د وهكذا -",15,0.012127,low,0.324989,low
"وكل حركة تامة من هذه الحركات مكونة من ذهاب وإياب يقال لها : ذبذبة ,",10,0.088312,low,0.415136,mid
"وإذا أعيدت التجربة السابقة جملة مرات بعد تقصير الجزء المتذبذب في كل منها , شوهد أن سرعة التذبذب تزداد بتقصير الجزء المتذبذب إلى أن تصير حركة الذهاب والإياب سريعة جدا , حتى إنه لا يمكن مشاهدتها",13,0.000000,low,0.345364,mid
"وعند ذلك يرى أن الطرف الخالص من الصفيحة مفرطح ؛ وذلك لكون العين تراه وهو شاغل أوضاعه المختلفة في آن واحد ,",12,0.011332,low,0.304516,low
وأخيرا فعندما تصير سرعة التذبذب عظيمة يرى أن الصفيحة تولد صوتا ما دام حاصلا فيها التذبذب .,12,0.008202,low,0.216996,low
شكل ١ - ١,2,0.282619,low,0.517086,mid
"ويمكن بيان ذلك أيضا بواسطة وتر مشدود ,",12,0.000000,low,0.264769,low
"فإذا أبعد عن وضعه الذي يكون في حالة موازنة وترك شوهد فيه تفرطح , خصوصا في جزئه المتوسط ,",16,0.043079,low,0.289312,low
وإذا كان مشدودا شدا قويا فيسمع منه صوت عندما يذبذب ؛ وذلك لأن سرعة تذبذبه عند ذلك تكون عظيمة .,13,0.000000,low,0.327012,low
"والأجسام الصلبة المجوفة إذا نفر عليها يحدث بذلك صوت عظيم , ذو رنين ويستمر زمنا لتردد الهواء في جوفها وتموجه فيها ؛",12,0.000000,low,0.191845,low
وكذلك البوقات الطوال يخرج منها صوت عظيم ؛ بسبب تموج الهواء في مسافة طولها .,12,0.003619,low,0.345714,mid
وكذلك صوت الإنسان والحيوان يحدث عند تصادم الهواء الخارج من الرئتين في الحنجرة .,10,0.000000,low,0.417428,mid
الفرق بين الشدة والارتفاع والنغمة,7,0.007076,low,0.490029,mid
"إذا عدنا إلى التجربة السالفة وأعطينا إلى الصفيحة طولا بحيث تولد صوتا عند تذبذب , وأبعدناها عن وضعها الأصلي قليلا أو كثيرا لتذبذب شوهد أن الصوت الذي تولده يكون أقوى , أي : أشد كلما كان اتساع الذبذبة المقابلة له أعظم ولو أن طبيعة الصوت المتولد تكون واحدة ,",15,0.029308,low,0.320625,low
ومن هنا يرى أنه يمكن أن يقال إن شدة الصوت تتغير بتغير اتساع الذبذبة المقابلة له .,14,0.000000,low,0.404473,mid
"وزيادة على ذلك , فقد ظهر لنا فيما سبق أنه بقصر الجزء المتذبذب تزداد سرعة التذبذب , وتزداد أيضا تبعا لها حدة الصوت , وبذلك يرى أنه يمكن أن يقال إن حدة الصوت أي ارتفاعه تزداد بازدياد عدد الذبذبات التي تحمل في زمن واحد ,",14,0.000000,low,0.345093,mid
"وأخيرا فتوجد أصوات شدتها واحدة وارتفاعها واحد وتختلف عن بعضها بصفة ثالثة تسمى بالنغمة , وهي التي تسمح لنا بتمييز أصوات أنواع الآلات الموسيقية عن بعضها , كذا هي التي تسمح لنا بتمييز أصوات الأشخاص المختلفة -",12,0.000000,low,0.358354,mid
والنغمة ناتجة من كون كل صوت تولده آلة مخصوصة يكون دائما مصحوبا بجملة أصوات أخرى خاصة بتلك الآلة دون غيرها .,12,0.007161,low,0.302072,low
الفصل الأول,5,0.000000,low,0.683768,high
"في عصر الانحلال الأول , وعرض شئون الخلافة",14,0.000000,low,0.335748,mid
يعتبر عهد المتوكل على الله جعفر بن المعتصم ( ٢٣٢ - ٢٤٧ه / ٨٤٧ - ٨٦١م ) بداية دور الانحلال في الدولة العباسية ؛,15,0.011319,low,0.681928,high
"فقد كان ضعيف الإرادة , محدود الفكر ,",10,0.000000,low,0.374272,mid
"يكره البحث والمناظرة , ويميل إلى التقليد والتسييب , وحب اللعب واللهو , والحياة اللينة والمضاحك ,",13,0.040490,low,0.332633,mid
"هذا إلى ما كان عليه من سذاجة وتسييب لأمور الدولة , والاعتماد في إدارتها على كبار القادة الأتراك , الذين قوي سلطانهم في عهده , وامتد نفوذهم إلى كل مرافق الدولة , حتى بلغ بهم أن تآمروا عليه مع ولي عهده محمد المنتصر , فقتلوه شر قتلة ,",14,0.000000,low,0.474641,mid
"وقد تولى كبر ذلك بغا الصغير المعروف بالشرابي ووصيف وباغر ففتكوا به , وولوا ابنه محمدا المنتصر صبيحة مقتل أبيه ,",12,0.005672,low,0.281304,low
"وقد أراد الخليفة الجديد أن يحافظ على عرشه , ولكن جهوده ذهبت سدى ,",10,0.000000,low,0.265751,low
"ولم يطل عهده أكثر من ستة أشهر , سمه المتغلبون الأتراك بعدها ,",14,0.000446,low,0.361162,mid
"ثم أجمع أمر قادتهم على ألا يولوا أحدا من أولاد المتوكل لئلا يطالبهم بدم أبيه , فولوا المستعين أحمد بن المعتصم ( سنة ٢٤٨ ) ,",14,0.000000,low,0.337039,mid
"ثم لم يلبث الأتراك أن استولوا على أمر المستعين كله وتولى وزارته أتامش أحد القواد , فكان هو صاحب الحل والعقد ,",14,0.039823,low,0.404757,mid
